Rendimento médio
 ;jan-fev-mar 2012;fev-mar-abr 2012;mar-abr-mai 2012;abr-mai-jun 2012;mai-jun-jul 2012;jun-jul-ago 2012;jul-ago-set 2012;ago-set-out 2012;set-out-nov 2012;out-nov-dez 2012;nov-dez-jan 2013;dez-jan-fev 2013;jan-fev-mar 2013;fev-mar-abr 2013;mar-abr-mai 2013;abr-mai-jun 2013;mai-jun-jul 2013;jun-jul-ago 2013;jul-ago-set 2013;ago-set-out 2013;set-out-nov 2013;out-nov-dez 2013;nov-dez-jan 2014;dez-jan-fev 2014;jan-fev-mar 2014;fev-mar-abr 2014;mar-abr-mai 2014;abr-mai-jun 2014;mai-jun-jul 2014;jun-jul-ago 2014;jul-ago-set 2014;ago-set-out 2014;set-out-nov 2014;out-nov-dez 2014;nov-dez-jan 2015;dez-jan-fev 2015;jan-fev-mar 2015;fev-mar-abr 2015;mar-abr-mai 2015;abr-mai-jun 2015;mai-jun-jul 2015;jun-jul-ago 2015;jul-ago-set 2015;ago-set-out 2015;set-out-nov 2015;out-nov-dez 2015;nov-dez-jan 2016;dez-jan-fev 2016;jan-fev-mar 2016;fev-mar-abr 2016;mar-abr-mai 2016;abr-mai-jun 2016;mai-jun-jul 2016;jun-jul-ago 2016;jul-ago-set 2016;ago-set-out 2016;set-out-nov 2016;out-nov-dez 2016;nov-dez-jan 2017;dez-jan-fev 2017;jan-fev-mar 2017;fev-mar-abr 2017;mar-abr-mai 2017;abr-mai-jun 2017;mai-jun-jul 2017;jun-jul-ago 2017;jul-ago-set 2017;ago-set-out 2017;set-out-nov 2017;out-nov-dez 2017;nov-dez-jan 2018;dez-jan-fev 2018;jan-fev-mar 2018;fev-mar-abr 2018;mar-abr-mai 2018;abr-mai-jun 2018;mai-jun-jul 2018;jun-jul-ago 2018;jul-ago-set 2018;ago-set-out 2018;set-out-nov 2018;out-nov-dez 2018;nov-dez-jan 2019;dez-jan-fev 2019;jan-fev-mar 2019;fev-mar-abr 2019;mar-abr-mai 2019;abr-mai-jun 2019;mai-jun-jul 2019;jun-jul-ago 2019;jul-ago-set 2019;ago-set-out 2019;set-out-nov 2019;out-nov-dez 2019;nov-dez-jan 2020;dez-jan-fev 2020;jan-fev-mar 2020;fev-mar-abr 2020;mar-abr-mai 2020;abr-mai-jun 2020;mai-jun-jul 2020;jun-jul-ago 2020;jul-ago-set 2020;ago-set-out 2020;set-out-nov 2020;out-nov-dez 2020;nov-dez-jan 2021;dez-jan-fev 2021;jan-fev-mar 2021;fev-mar-abr 2021;mar-abr-mai 2021;abr-mai-jun 2021;mai-jun-jul 2021;jun-jul-ago 2021;jul-ago-set 2021;ago-set-out 2021;set-out-nov 2021;out-nov-dez 2021;nov-dez-jan 2022;dez-jan-fev 2022;jan-fev-mar 2022;fev-mar-abr 2022;mar-abr-mai 2022;abr-mai-jun 2022;mai-jun-jul 2022;jun-jul-ago 2022;jul-ago-set 2022;ago-set-out 2022;set-out-nov 2022;out-nov-dez 2022;nov-dez-jan 2023;dez-jan-fev 2023;jan-fev-mar 2023;fev-mar-abr 2023;mar-abr-mai 2023;abr-mai-jun 2023;mai-jun-jul 2023;jun-jul-ago 2023;jul-ago-set 2023;ago-set-out 2023;set-out-nov 2023;out-nov-dez 2023;nov-dez-jan 2024;dez-jan-fev 2024;jan-fev-mar 2024;fev-mar-abr 2024;mar-abr-mai 2024;abr-mai-jun 2024;mai-jun-jul 2024;jun-jul-ago 2024;jul-ago-set 2024;ago-set-out 2024;set-out-nov 2024;out-nov-dez 2024;nov-dez-jan 2025;dez-jan-fev 2025;jan-fev-mar 2025;fev-mar-abr 2025
Brasil;2999;3010;3002;3009;3024;3034;3029;3025;3022;3015;3027;3045;3063;3070;3072;3097;3117;3138;3138;3148;3135;3111;3108;3138;3174;3171;3166;3149;3143;3165;3176;3189;3167;3168;3172;3167;3168;3161;3147;3156;3134;3119;3118;3106;3083;3067;3077;3058;3072;3057;3067;3035;3037;3064;3060;3066;3072;3087;3098;3108;3126;3112;3108;3096;3097;3092;3108;3119;3133;3135;3146;3159;3157;3167;3168;3163;3152;3165;3152;3155;3158;3177;3196;3207;3194;3178;3155;3156;3149;3162;3161;3185;3199;3189;3196;3199;3226;3261;3315;3366;3406;3401;3404;3354;3318;3268;3261;3231;3241;3202;3200;3151;3123;3079;3025;2980;2941;2917;2946;2949;2961;2949;2969;2991;3034;3059;3101;3121;3151;3158;3172;3171;3179;3169;3164;3178;3189;3198;3231;3242;3271;3257;3293;3307;3305;3319;3340;3362;3343;3360;3349;3368;3383;3397;3414;3427;3436;3426

Fonte: "IBGE - Pesquisa Nacional por Amostra de Domicílios Contínua mensal"
